event,item,k,id proto,label,start time,end time,random time,velocity,random velocity,velocity control,trunc beg,trunc end,dilation ratio beta,dilation ratio alpha,cycles,cyclic after,force integer number of cycles,articul,preroll,postroll,transposition,transpose first,expand value,expand key,keymap mode,keymap0 p1,keymap0 q1,keymap0 p2,keymap0 q2,keymap1 p1,keymap1 q1,keymap1 p2,keymap1 q2,volume start,volume end,volume channel,volume mode (2 = continuous),modulation start,modulation end,modulation channel,modulation mode,panoramic start,panoramic end,panoramic channel,panoramic mode,pressure start,pressure end,pressure channel, pressure mode,pitchbend start,pitchbend end,pitchbend channel,pitchbend mode,tonal scale,block key
#266,1,(398),0,do4,62373,63528,20,64,0,-1,0,0,1.1550,1.1550,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#267,1,(387),0,mib5,62382,63768,20,64,0,-1,0,0,1.3860,1.3860,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#268,1,(394),0,do4,62382,62955,20,64,0,-1,0,0,0.5730,0.5730,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#269,1,(395),0,mib4,62951,63533,20,64,0,-1,0,0,0.5820,0.5820,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#270,1,(401),0,mib5,63520,63621,20,64,0,-1,0,0,0.1010,0.1010,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#271,1,(427),0,si3,63531,64686,20,64,0,-1,0,0,1.1550,1.1550,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#272,1,(419),0,si3,63551,64134,20,64,0,-1,0,0,0.5830,0.5830,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#273,1,(402),0,re5,63647,63737,20,64,0,-1,0,0,0.0900,0.0900,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#274,1,(403),0,mib5,63743,63843,20,64,0,-1,0,0,0.1000,0.1000,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#275,1,(405),0,re5,63835,64709,20,64,0,-1,0,0,0.8740,0.8740,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#276,1,(420),0,fa4,64120,64692,20,64,0,-1,0,0,0.5720,0.5720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#277,1,(421),0,mib4,64699,65282,20,64,0,-1,0,0,0.5830,0.5830,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#278,1,(406),0,do5,64703,66101,20,64,0,-1,0,0,1.3980,1.3980,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#279,1,(428),0,mib4,64705,65870,20,64,0,-1,0,0,1.1650,1.1650,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#280,1,(422),0,sol4,65256,65838,20,64,0,-1,0,0,0.5820,0.5820,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#281,1,(408),0,do5,65834,65925,20,64,0,-1,0,0,0.0910,0.0910,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#282,1,(429),0,re4,65836,66991,20,64,0,-1,0,0,1.1550,1.1550,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#283,1,(423),0,re4,65863,66436,20,64,0,-1,0,0,0.5730,0.5730,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#284,1,(409),0,si4,65956,66056,20,64,0,-1,0,0,0.1000,0.1000,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#285,1,(410),0,do5,66035,66135,20,64,0,-1,0,0,0.1000,0.1000,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#286,1,(412),0,si4,66142,67006,20,64,0,-1,0,0,0.8640,0.8640,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#287,1,(424),0,fa4,66432,67014,20,64,0,-1,0,0,0.5820,0.5820,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#288,1,(430),0,do4,67007,68172,20,64,0,-1,0,0,1.1650,1.1650,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#289,1,(425),0,do4,67014,67597,20,64,0,-1,0,0,0.5830,0.5830,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#290,1,(414),0,do5,67016,67086,20,64,0,-1,0,0,0.0700,0.0700,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#291,1,(415),0,si4,67068,67149,20,64,0,-1,0,0,0.0810,0.0810,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#292,1,(417),0,do5,67146,68160,20,64,0,-1,0,0,1.0140,1.0140,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#293,1,(426),0,mib4,67574,68156,20,64,0,-1,0,0,0.5820,0.5820,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#294,1,(458),0,do4,68164,68255,20,64,0,-1,0,0,0.0910,0.0910,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#295,1,(451),0,re4,68170,69325,20,64,0,-1,0,0,1.1550,1.1550,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#296,1,(433),0,re4,68189,68876,20,64,0,-1,0,0,0.6876,0.6876,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#297,1,(459),0,si3,68251,68351,20,64,0,-1,0,0,0.1000,0.1000,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#298,1,(460),0,do4,68354,68444,20,64,0,-1,0,0,0.0900,0.0900,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#299,1,(462),0,si3,68440,69314,20,64,0,-1,0,0,0.8740,0.8740,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#300,1,(434),0,fa4,68746,69328,20,64,0,-1,0,0,0.5820,0.5820,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#301,1,(437),0,mib4,69501,69549,20,64,0,-1,0,0,0.0480,0.0480,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#302,1,(464),0,do4,69510,70908,20,64,0,-1,0,0,1.3980,1.3980,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#303,1,(453),0,mib4,69518,70683,20,64,0,-1,0,0,1.1650,1.1650,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#304,1,(438),0,re4,69545,69581,20,64,0,-1,0,0,0.0360,0.0360,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#305,1,(440),0,mib4,69581,70196,20,64,0,-1,0,0,0.6156,0.6156,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#306,1,(441),0,sol4,70087,70669,20,64,0,-1,0,0,0.5820,0.5820,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#307,1,(466),0,do4,70668,70758,20,64,0,-1,0,0,0.0900,0.0900,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#308,1,(442),0,re4,70686,71373,20,64,0,-1,0,0,0.6876,0.6876,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#309,1,(454),0,re4,70695,72081,20,64,0,-1,0,0,1.3860,1.3860,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#310,1,(467),0,si3,70758,70859,20,64,0,-1,0,0,0.1010,0.1010,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#311,1,(468),0,do4,70875,70965,20,64,0,-1,0,0,0.0900,0.0900,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#312,1,(470),0,si3,70983,71857,20,64,0,-1,0,0,0.8740,0.8740,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#313,1,(443),0,fa4,71238,71820,20,64,0,-1,0,0,0.5820,0.5820,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#314,1,(471),0,do4,71828,72993,20,64,0,-1,0,0,1.1650,1.1650,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#315,1,(445),0,mib4,71852,71900,20,64,0,-1,0,0,0.0480,0.0480,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#316,1,(455),0,mib4,71855,73010,20,64,0,-1,0,0,1.1550,1.1550,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#317,1,(446),0,re4,71862,71898,20,64,0,-1,0,0,0.0360,0.0360,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#318,1,(448),0,mib4,71915,72530,20,64,0,-1,0,0,0.6156,0.6156,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#319,1,(449),0,sol4,72420,72992,20,64,0,-1,0,0,0.5720,0.5720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#320,1,(474),0,si3,72997,73580,20,64,0,-1,0,0,0.5830,0.5830,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#321,1,(482),0,si3,72997,74162,20,64,0,-1,0,0,1.1650,1.1650,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#322,1,(486),0,fa3,73009,74174,20,64,0,-1,0,0,1.1650,1.1650,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#323,1,(475),0,sol4,73576,74158,20,64,0,-1,0,0,0.5820,0.5820,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#324,1,(487),0,mib3,74161,75547,20,64,0,-1,0,0,1.3860,1.3860,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#325,1,(484),0,do4,74163,76483,20,64,0,-1,0,0,2.3200,2.3200,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#326,1,(476),0,do4,74167,74740,20,64,0,-1,0,0,0.5730,0.5730,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#327,1,(477),0,sol4,74719,75301,20,64,0,-1,0,0,0.5820,0.5820,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#328,1,(478),0,sol4,75309,76008,20,64,0,-1,0,0,0.6996,0.6996,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#329,1,(489),0,fa3,75313,75383,20,64,0,-1,0,0,0.0700,0.0700,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#330,1,(490),0,mib3,75386,75467,20,64,0,-1,0,0,0.0810,0.0810,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#331,1,(492),0,fa3,75447,76461,20,64,0,-1,0,0,1.0140,1.0140,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#332,1,(479),0,fa4,75891,76463,20,64,0,-1,0,0,0.5720,0.5720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#333,1,(485),0,si3,76458,77623,20,64,0,-1,0,0,1.1650,1.1650,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#334,1,(493),0,sol3,76458,77623,20,64,0,-1,0,0,1.1650,1.1650,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#335,1,(480),0,mib4,76477,77176,20,64,0,-1,0,0,0.6996,0.6996,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#336,1,(481),0,re4,77039,77621,20,64,0,-1,0,0,0.5820,0.5820,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#337,1,(510),0,do4,77636,78640,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#338,1,(496),0,re4,77639,77784,20,64,0,-1,0,0,0.1452,0.1452,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#339,1,(513),0,do3,77642,78646,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#340,1,(499),0,mib4,77755,77815,20,64,0,-1,0,0,0.0600,0.0600,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#341,1,(500),0,re4,77811,77861,20,64,0,-1,0,0,0.0500,0.0500,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#342,1,(502),0,mib4,77847,78620,20,64,0,-1,0,0,0.7730,0.7730,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#343,1,(504),0,mib5,78815,79820,20,64,0,-1,0,0,1.0050,1.0050,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#344,1,(525),0,do4,78816,79821,20,64,0,-1,0,0,1.0050,1.0050,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#345,1,(516),0,do4,78828,79330,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#346,1,(518),0,sol4,79293,79796,20,64,0,-1,0,0,0.5030,0.5030,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#347,1,(519),0,fa4,79805,80307,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#348,1,(526),0,fa4,79806,80810,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#349,1,(506),0,re5,79819,79963,20,64,0,-1,0,0,0.1440,0.1440,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#350,1,(508),0,do5,79925,80809,20,64,0,-1,0,0,0.8840,0.8840,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#351,1,(520),0,lab4,80315,80817,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#352,1,(521),0,re4,80811,81313,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#353,1,(509),0,fa5,80825,81829,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#354,1,(527),0,re4,80838,81842,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#355,1,(522),0,la4,81313,81815,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#356,1,(540),0,sol4,81825,82327,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#357,1,(548),0,sol4,81825,82830,20,64,0,-1,0,0,1.0050,1.0050,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#358,1,(530),0,mib5,81835,81980,20,64,0,-1,0,0,0.1452,0.1452,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#359,1,(532),0,re5,81926,82810,20,64,0,-1,0,0,0.8840,0.8840,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
